раньше всех. ну почти.,президент эстонии алар карис признал удастся полностью изолировать россию сможем полностью изолировать россию искать пути общаться россией другими способами вести какойто бизнес россией занимает занять десятилетия заявил глава эстонии интервью американскому журналу newsweek,2022-05-17 18:20:01,economic,-1
раньше всех. ну почти.,россияне 24 февраля стали тратить раза новости интернете выросло потребление телевидении следует данных mediascope согласно данным концу апреля россияне тратили новости интернете среднем часа половины интернетпотребления пользователи возрасте 12 апреле потратили жанра 21 соцсети 18 видео 15 мессенджеры общая аудитория интернета апрель данным mediascope составляет 975 млн возрасте 12 80 среднем россияне возрасте 12 апреле проводили интернете 3 часа 40 минут 90 потребления приходится мобильный интернет лидером среднесуточному охвату апрель,2022-05-17 18:11:38,political,-1
раньше всех. ну почти.,суд приговорил эксполковника захарченко совокупно 16 годам колонии итогам второго процесса коррупции,2022-05-17 17:53:12,shelling,-1
раньше всех. ну почти.,евросоюз допустит украине закончилось оружие военная техника критический момент боевых действий донбассе глава евродипломатии боррель,2022-05-17 17:44:46,political,-1
раньше всех. ну почти.,сша активно привлекают участия боевых действиях украине качестве наемников членов международных террористических организаций числе запрещенной рф группировки исламское государство игил сообщает служба внешней разведки рф далее апреле участии американских спецслужб подконтрольных сирийским курдам тюрем освобождено 60 боевиков игил возрасте 20 25 переправили район американской военной базы эттанф расположенной сирии границы иорданией ираком прохождения боевого обучения целях последующей переброски украинскую территорию заявили ведомстве,2022-05-17 17:43:05,political,-1
раньше всех. ну почти.,меньшей мере автобусов сдавшимися украинскими боевиками покидают азовсталь reuters,2022-05-17 17:38:48,humanitarian,1
раньше всех. ну почти.,финляндия швеция завтра совместно подадут заявки нато премьер швеции,2022-05-17 17:35:27,political,1
раньше всех. ну почти.,херсонской области большие перспективы регион займет достойное российской семье вицепремьер рф хуснуллин,2022-05-17 17:30:21,political,-1
раньше всех. ну почти.,непилотируемый полёт космического корабля orion луне рамках программы artemis состоится августе сообщил глава nasa билл нельсон,2022-05-17 17:21:16,political,1
раньше всех. ну почти.,итальянская eni процедуру открытия счетов газпромбанке изменения текущих контрактов компания,2022-05-17 17:02:49,economic,1
раньше всех. ну почти.,госдума рассмотрит среду проект постановления запрещающего обмен нацистских преступников картаполов,2022-05-17 17:02:38,political,-1
раньше всех. ну почти.,минюст рф просит верховный суд признать украинское объединение азов террористической организацией запретить деятельность рф заседание пройдет 26 мая ведомство,2022-05-17 16:43:50,political,-1
раньше всех. ну почти.,вступлении австрии нато данный момент актуален канцлер карл нехаммер,2022-05-17 16:40:14,political,1
раньше всех. ну почти.,власти латвии приняли решение разорвать соглашение сотрудничестве россией сфере культуры сообщает портал delfi полностью приостановили любое сотрудничество момента украины выведены российские войска полностью восстановлены территориальная целостность суверенитет украины заявил министр культуры балтийской республики наурис пунтулис,2022-05-17 16:31:14,political,1
раньше всех. ну почти.,лнр полностью перейдет телефонный код 7 июле оператор сотовой связи лугаком,2022-05-17 16:28:41,political,1
раньше всех. ну почти.,колонна автобусов сопровождении бронетехники предположительно сдавшимися боевиками азовстали покидает мариуполь риа новости,2022-05-17 16:16:36,humanitarian,1
раньше всех. ну почти.,негативные последствия растущие цены продукты питания энергетику ответственность несет российский президент глава мид фрг,2022-05-17 15:55:42,economic,-1
раньше всех. ну почти.,запрет абортов частных клиниках омс частью мер защите права ребенка следует выступления патриарха московского всея руси кирилла совете федерации рф существующие нормы представляется отредактированы будущего члена общества защищалась законом момента зарождения удивительно право наследования защищается право ребенка защищается добавил патриарх,2022-05-17 15:45:08,political,-1
раньше всех. ну почти.,сайт авито месяц работает изза сбоя upd сайт восстановил работу,2022-05-17 15:36:01,political,1
раньше всех. ну почти.,байден четверг примет белом доме премьера швеции президента финляндии обсудить желание стран вступить нато пресссекретарь,2022-05-17 15:33:11,political,1
раньше всех. ну почти.,парламент финляндии проголосовал вступление страны нато,2022-05-17 15:28:46,political,1
раньше всех. ну почти.,изменения нефтяном рынке носят тектонический характер бизнес невозможно путин,2022-05-17 15:21:19,economic,-1
раньше всех. ну почти.,собирается выходить основополагающего акта россиянато заявил замглавы мид рф сергей рябков другом представители альянса обсуждают основополагающий акт выйдет конечном итоге такого удовольствия доставим эфире телеканала 24,2022-05-17 15:19:43,political,0
раньше всех. ну почти.,госдума досрочно прекратила депутатские полномочия владимира жириновского связи смертью полномочия длились 11 января 1994 17 мая 2022 10 353 дня,2022-05-17 15:15:43,political,0
раньше всех. ну почти.,секретарь совбеза рф патрушев причине спецоперации рф вынужденная превентивная мера уровень угрозы безопасности россии вышел уровень грозивший существованию,2022-05-17 15:07:48,political,-1
раньше всех. ну почти.,индонезия отменяет ношение масок улице открытых пространствах президент,2022-05-17 15:07:00,humanitarian,0
раньше всех. ну почти.,финская государственная компания gasum не приняла требование российской стороны переходе новую систему оплаты газа говорится распространенном сообщении связи предупреждает существует повышенный риск прекращения поставок природного газа россии финляндию,2022-05-17 14:33:54,economic,1
раньше всех. ну почти.,патриарх московский всея руси кирилл считает постыдными попытки отмены русской культуры странами запада называемая отмена русской культуры западе стала свидетельством печального нравственного состояния общества попытка искоренить культуру той иной нации апогей ненависти хуже попытка физически уничтожить ставший неугодным патриарх,2022-05-17 14:20:13,political,-1
раньше всех. ну почти.,власти крыма опровергли информацию летом полуострове не открыться трети гостиниц гостевых домов давайте поговорим июле крымчанам начнут звонить всей россии просить помочь устроиться гостиницу гостевой одно привыкли разным прогнозам пляжи готовы рестораны вкусные море греется заявил советник главы крыма олег крючков,2022-05-17 14:10:10,economic,1
раньше всех. ну почти.,луганск нижний тагил стали городамипобратимами,2022-05-17 14:06:20,political,1
раньше всех. ну почти.,объем выдачи ипотеки россии апреле 2022 сократился 4 раза сравнению предыдущим месяцем следует данных бюро кредитных историй эквифакс,2022-05-17 14:01:18,economic,-1
раньше всех. ну почти.,поднялась десятого четвертое списке поставщиков нефти индию апреле сообщила газета times of india ссылкой источники доля россии закупках нефти индией выросла рекордных 6 277 тыс баррелей сутки апреле сравнению примерно 66 тыс баррелей сутки марте занимала десятое среди индийских поставщиков пишет издание,2022-05-17 13:55:14,economic,1
раньше всех. ну почти.,80 обладателей симкарт российских операторов связи покинули россию спецоперации украине вернулись обратно страну заявил глава минцифры рф максут шадаев,2022-05-17 13:45:13,economic,-1
раньше всех. ну почти.,корреспондент вгтрк александр сладков рассказал ситуации сдачей плен украинских военных азовстали свыше 2500 момент сдачи азова 804 человека общего числа 404 раненых 55 тяжелых свыше 200 трупов замороженном состоянии трое российских пленных 1 офицер 2 солдата,2022-05-17 13:35:12,political,-1
раньше всех. ну почти.,шольц зеленский заявили мирное урегулирование возможно отводе войск рф,2022-05-17 13:25:25,political,1
раньше всех. ну почти.,пресненский суд москвы признал ранее осужденного бывшего руководителя управления главного управления экономической безопасности противодействия коррупции мвд рф дмитрия захарченко виновным получении взяток 14 млрд рублей течение 10,2022-05-17 13:20:06,political,1
раньше всех. ну почти.,федеральный бюджет рф январеапреле предварительной оценке минфина исполнен профицитом размере 1041 трлн рублей апреле впервые зафиксирован месячный дефицит 26229 млрд рублей,2022-05-17 13:15:06,economic,-1
раньше всех. ну почти.,решений переносе рф осенних выборов не принималось кремль,2022-05-17 13:04:33,political,0
раньше всех. ну почти.,кремле не располагают информацией возможности создания рф аналога пионерской организации песков,2022-05-17 13:02:15,political,1
раньше всех. ну почти.,командир батальона восток выложил кадры украинские военные выносят раненых носилках азовстали,2022-05-17 12:50:58,humanitarian,1
раньше всех. ну почти.,власти гонконга обсуждают возможность ограничить доступ telegram изза обнародования персональных данных государственных чиновников частных лиц группах каналах сообщает bloomberg,2022-05-17 12:47:16,political,0
раньше всех. ну почти.,не собирается закрывать youtube глава минцифры рф,2022-05-17 12:40:02,political,1
раньше всех. ну почти.,глава минцифры рф уверен яндекс останется россии,2022-05-17 12:35:13,political,1
раньше всех. ну почти.,нацистские преступники не должны подлежать обмену спикер госдумы вячеслав володин,2022-05-17 12:25:01,political,-1
раньше всех. ну почти.,минпромторг рф ожидает получения сертификата типа документ позволяющий эксплуатацию самолета импортозамещенную версию самолета ssj конце 2023 сообщил министр промышленности торговли рф денис мантуров двигаемся соответствии актуализированным форсированным планом работ двигателю пд8 ожидаем первой половине следующего начнутся интенсивные испытания составе импортозамещенной версии самолета ssj 100 рассказал мантуров,2022-05-17 12:20:06,economic,1
раньше всех. ну почти.,горный удар произошел шахте таштагольская кузбассе землей остаются 98 горняков администрация шахты upd 250 вывели поверхность пострадавших,2022-05-17 12:10:48,humanitarian,-1
раньше всех. ну почти.,появились кадры сдачи плен украинских военных азовстали,2022-05-17 12:02:29,political,-1
раньше всех. ну почти.,высокоточными ракетами уничтожены резервы украинских войск вели подготовку учебных центрах сумской черниговской областях минобороны россии,2022-05-17 11:53:52,shelling,-1
раньше всех. ну почти.,переговоры рф украины не идут киев фактически вышел процесса мид рф,2022-05-17 11:52:56,political,-1
раньше всех. ну почти.,вчера началась сдача плен боевиков азова украинских военнослужащих заблокированных заводе азовсталь мариуполе сообщает минобороны россии прошедшие сутки сложили оружие сдались плен 265 боевиков числе 51 тяжелораненый нуждающиеся медицинской помощи направлены лечения больницу города новоазовск днр,2022-05-17 11:49:31,political,-1
раньше всех. ну почти.,не останется интернета лавров,2022-05-17 11:38:15,political,-1
раньше всех. ну почти.,германия приходом шольца утратила последние признаки самостоятельности лавров,2022-05-17 11:36:17,political,-1
раньше всех. ну почти.,меняется необратимо не замглавы администрации президента рф сергей кириенко,2022-05-17 11:29:05,political,0
раньше всех. ну почти.,песков возможной разблокировке meta exfacebook рф не исключал,2022-05-17 11:10:48,political,1
раньше всех. ну почти.,ближайшие дни визит анкару не готовится песков,2022-05-17 11:08:25,political,-1
раньше всех. ну почти.,песков критике кадырова адрес делаем подружески добрых отношениях,2022-05-17 11:06:33,political,1
раньше всех. ну почти.,спецоперация украине идёт плану достаточно эффективно песков,2022-05-17 11:06:23,political,1
раньше всех. ну почлентач,глава мид финляндии подписал заявку вступление страны нато,2022-05-17 18:19:12,political,1
лентач,суд приговорил эксполковника дмитрий захарченко 16 годам колонии строгого режима получение взяток 14 млрд рублей 2016 обыске квартире нашли 2,2022-05-17 17:54:51,political,0
лентач,хуснуллин херсонской области большие перспективы регион займет достойное российской семье,2022-05-17 17:51:59,political,0
лентач,заниматься восстановлением ремонтом дорог мостов херсонской области выделены заявил вицепремьер марат хуснуллин заниматься россии не уточняется,2022-05-17 17:15:40,economic,1
лентач,госдума рассмотрит среду проект постановления запрещающего обмен нацистских преступников ранее володин заявил военные преступники не должны подлежать обмену поручил подготовить,2022-05-17 17:07:30,humanitarian,-1
лентач,минюст рф попросил верховный суд признать объединение азов террористической организацией запретить деятельность заседание пройдет 26 мая,2022-05-17 16:46:29,humanitarian,-1
лентач,сайт авито лежит,2022-05-17 15:39:36,economic,-1
лентач,парламент финляндии проголосовал вступление страны нато,2022-05-17 15:31:49,political,1
лентач,апреле российские банки столкнулись обвалом рынке ипотеки сравнению мартом выдано 75 кредитов жилье,2022-05-17 15:30:58,economic,-1
лентач,апреле российские банки столкнулись с проблемами,2022-05-17 15:30:58,economic,-1
лентач,банки столкнулись обвалом рынке,2022-05-17 15:30:58,economic,-1
лентач,банки столкнулись обвалом,2022-05-17 15:30:58,economic,-1
лентач,заявления путина политики западе спекулировали естественной озабоченности людей состоянием климата занижая значимость традиционной энергетики европа вводит новые новые санкции нефтегазовом,2022-05-17 15:27:45,political,0
лентач,подмосковных мытищах багажнике кроссовера взорвался гранатомет пострадали человека неподтвержденной информации владелец авто привезти оружие донбасса,2022-05-17 14:21:02,shelling,-1
лентач,решила совета государств балтийского моря пишет тасс ссылкой заявление мид рф ведомстве объяснили страны запада монополизировали совет государств балтийского моря,2022-05-17 13:54:23,political,0
лентач,переговорный процесс россией украиной приостановлен заявил советник зеленского михаил подоляк восстановлен модератором зеленский добавил украинский чиновник приостановке переговоров сообщил замглавы,2022-05-17 13:47:20,political,-1
лентач,песков заявил российские сми нуждаются господдержке первую очередь помогать крупнейшим изданиям максимальной аудиторией,2022-05-17 13:07:42,political,1
лентач,не собирается закрывать youtube заявил глава минцифры максут шадаев,2022-05-17 12:42:05,political,1
ти.,250 украинских военных азовстали сдались плен числе 51 раненый заявляют штабе обороны днр,2022-05-17 11:04:36,political,-1
раньше всех. ну почти.,глава мид швеции анн линде подписала заявку вступление нато процесс вступления швеции нато занять сообщила глава мид страны,2022-05-17 10:55:02,political,1
раньше всех. ну почти.,любая заканчивается миром таким россии слышать песков,2022-05-17 10:46:39,political,1
раньше всех. ну почти.,сдюжит противостояние западом песков,2022-05-17 10:43:46,political,-1
раньше всех. ну почти.,россию невозможно изолировать политически экономически информационно песков,2022-05-17 10:42:39,economic,1
раньше всех. ну почти.,украинцы талантливые мирные родственный россии оболванивали песков,2022-05-17 10:37:56,political,-1
раньше всех. ну почти.,путин знает ведёт страну песков,2022-05-17 10:35:13,political,-1
раньше всех. ну почти.,песков спецоперации украине уверены победим,2022-05-17 10:34:12,political,-1
раньше всех. ну почти.,песков пыталась докричаться запада договориться новых принципах безопасности не слушали,2022-05-17 10:31:43,political,-1
раньше всех. ну почти.,турции ожидают визита путина ближайшие дни сми,2022-05-17 10:26:17,political,1
раньше всех. ну почти.,вашингтон намерен восстановить военное присутствие сомали 500 советников состава спецназа сша отправятся сомали займутся подготовкой местных сил эффективного противодействия боевикам радикальной группировки ашшабаб сообщает the guardian ссылкой,2022-05-17 10:25:06,political,1
раньше всех. ну почти.,мвд рф сняли ограничение въезд страну трех жителей украины республик донбасса совершивших правонарушения россии сообщили прессцентре министерства,2022-05-17 10:16:15,political,1
раньше всех. ну почти.,возможная конфискация российских активов рубежом приведет краху международной системы политической экономии сообщила газета financial times пишет издание решение заморозить российские активы вызвало обеспокоенность государствах напряженные отношения сша европой связи прямой захват рассматриваться переход политического рубикона сути дела действие покончило международной системой политической экономии которую создавали последние десятилетия приглашенный научный сотрудник лондонской школы экономики саймон хинрихсен,2022-05-17 09:53:55,economic,1
раньше всех. ну почти.,евросоюз приблизился пределу введению антироссийских санкций соответствующее мнение выразил вторник дипломатический источник ес интернетпорталу euractiv пакет санкций москвы станет невероятно сложным близки достижению наших пределов заявил дипломат встречи министров иностранных ес российской нефтью неразбериха представьте произошло предложением запретить российский газ,2022-05-17 09:22:54,economic,-1
"украина сейчас: новости, война, россия",сообщает издание reuters территории завода азовсталь вывезли меньшей мере 7 автобусов украинскими воинами сети распостраняется видео российских сми движение колонны сопроваждают военные вертолёты рф ранее вицепремьер ирина верещук сообщила азовсталь гуманитарная операция продолжается интересах сохранения жизней вчера эвакуированы 52 тяжелораненых наших военнослужащих стабилизации состояния обменяем российских военнопленных работаем последующими этапами гуманитарной операции даст бог украина,2022-05-17 18:35:06,humanitarian,1
"украина сейчас: новости, война, россия",лимане донецкой области захватчики рф уничтожили хлебозавод чайка денацифицируют бублики украина,2022-05-17 18:02:34,shelling,-1
"украина сейчас: новости, война, россия",глава донецкой ога павел кириленко подтвердил обстрел бахмута словам раненого 9летнего ребенка погибшего достали спасатели гсчс изпод завалов пятиэтажки ракетный удар нанесенный россиянами разрушил конструкции дома пятого этаж многоэтажке начался пожар настоящее удалось потушить спасатели продолжают разбирать завалы не исключаем находиться написал кириленко украина,2022-05-17 17:40:32,shelling,-1
"украина сейчас: новости, война, россия",причины остановились переговоры украины рф обьясняет михаил подоляк переговорный процесс паузе причин — не демонстрирует ключевого понимания сегодняшних процессов мире крайне отрицательной роли — не понимает любом смысле идет не правилам графику планам россии сопротивление украины сопротивление профессиональное нарастает поэтому никаких целей рф не достигнет — никак не отказаться пропагандистского нагнетания внутреннем рынке политическая элита боится правду украина,2022-05-17 17:20:35,political,-1
"украина сейчас: новости, война, россия",руzzкие уничтожили генетический банк растений харькове единственный украине хранилось 160 000 сортов гибридов растений банк пережил немецкую оккупацию мировой не устоял пивной сумасшедшего путина украина,2022-05-17 17:15:32,economic,-1
"украина сейчас: новости, война, россия",луганской области удалось эвакуировать 76 сообщил глава луганской ова сергей гайдай увеличением обстрелов луганщины рашисиами эвакуация приостановлена единственная лисичанскбахмут прицельным огнём эвакуацию возобновили остаётся опасность стоит отметить количество уехать безопасность значительно возросла вывезли 30 взрослых 6 детей лисичанска северодонецка 8 врубовки 32 горской общины дороге автобус обстреляли градами счастью не пострадал луганскаяобласть украина,2022-05-17 17:10:33,humanitarian,1
