date,channel,hour,text,sentiment,category
01/07/2023,novinach,20,"В цілях підтримки екології ми не робили новий мем, а просто переробили минулий",neutral,Economical
01/07/2023,novinach,20,"Рішення нацкомісії про підвищення тарифів на водопостачання [не було](https://t.me/Denys_Smyhal/5541) узгоджено з урядом та є неприйнятним, про це заявив Шмигаль.

Зеленський також [розкритикував](https://www.president.gov.ua/news/usi-hto-dopomagatime-agresoru-otrimayut-vidpovid-ukrayini-ta-84005) рішення, назвавши його ганебним та непрофесійним і доручив уряду представити рішення у відповідь",neutral,Political
01/07/2023,novinach,19,"Ілон Маск [заявив](https://babel.ua/news/95811-twitter-obmezhit-kilkist-publikaciy-yaki-bachat-usi-koristuvachi-v-den), що Twitter обмежить кількість публікацій на день, які бачать користувачі для ""боротьби зі збирачами даних"".

Верифіковані (платні) користувачі зможуть бачити 6 000 повідомлень на день, неверифіковані — 600, а нові неверифіковані — 300",neutral,Political
01/07/2023,novinach,18,"На Рівненській АЕС [відбулось](https://t.me/V_Zelenskiy_official/6798) засідання Ставки верховного головнокомандувача.

На повістці дня були можливі загрози для станції та обстановка на білоруському кордоні",neutral,Political
01/07/2023,novinach,16,"Резніков заявив, що для нього велика честь бути членом NAFO і запросив фелласів на Crimean Beach Party",positive,Political
01/07/2023,novinach,16,"Педро Санчес [підписав](https://news.liga.net/ua/amp/politics/news/ispaniya-stala-21-y-stranoy-kotoraya-za-vstuplenie-ukrainy-v-nato-deklaratsiya-iz-10-punktov) спільну декларацію, в якій засвідчено, що Іспанія підтримує вступ України до ЄС та НАТО.

Зеленський наголосив, що це вже 21-й такий документ, підписаний із членами Альянсу",neutral,Political
01/07/2023,novinach,14,"Прикордонники [вилучили](https://t.me/mvs_ukraine/26948) 111 девайсів Apple на 5 мільйонів гривень, які водій автобуса намагався провезти з Польщі",neutral,Humanitarian
01/07/2023,novinach,13,"Головне станом на зараз:

• Іспанія [виділить](https://www.elmundo.es/internacional/2023/07/01/649fb53b749fac0025a39640-directo.html) пакет допомоги Україні на суму €55 млн;

• росіяни [обстріляли](https://www.president.gov.ua/documents/all) Херсон, поранено двоє дітей віком 9 і 15 років;

• Зеленський [звільнив](https://www.president.gov.ua/documents/all) керівників Подільської, Дніпровської, Святошинської та Деснянської районних адміністрацій Києва та голову Білоцерківської РДА;

• Міноборони [відсторонили](https://www.mil.gov.ua/news/2023/07/01/timchasovo-vikonuyuchogo-obov%CA%BCyazki-direktora-departamentu-resursnogo-zabezpechennya-vidstoroneno/) в.о. директора Департаменту ресурсного забезпечення Руслана Риганова",negative,Shelling
01/07/2023,novinach,12,Спецпідрозділ «Білий вовк» ЦСО «А» СБУ повідомив про ураження 119 ворожих цілей за червень та [поділився](https://t.me/SBUkr/8835) відео роботи,neutral,Humanitarian
01/07/2023,novinach,10,"Зеленський увів у дію [рішення](https://www.president.gov.ua/documents/3642023-47229) РНБО про застосування санкцій до 190 фізичних осіб та 290 компаній.

Зокрема в санкційний список потрапила грузинська авіакомпанія Georgian Airways, яка відновила авіасполучення з росією",neutral,Economical
01/07/2023,novinach,9,"У Франції вже 4 день [відбуваються](https://www.bfmtv.com/police-justice/en-direct-mort-de-nahel-a-nanterre-apres-une-quatrieme-nuit-d-emeutes-les-obseques-prevues-ce-samedi_LN-202307010057.html) масові заворушення.

Передумовами стало вбивство поліцейським 17-річного хлопця, який, ймовірно, відмовився зупиняти автомобіль за наказом дорожньої поліції. Відкрито окремі розслідування щодо можливого вбивства поліцейським та невиконання наказу поліції хлопцем.

Уряд залучив 45 тисяч правоохоронців до боротьби з заворушеннями. На даний момент відомо про пошкодження 492 будівель, близько 2 тисячі спалених автомобілів та 994 затриманих",negative,Political
01/07/2023,novinach,8,"Британська розвідка [вважає](https://twitter.com/DefenceHQ/status/1675020125206872064), що ЗСУ перетнули Дніпро біля Антонівського мосту на Херсонщині.

У звіті зазначено, що 23 червня Сили оборони, ймовірно, почали переміщення на лівий берег, а 27 червня інтенсивність зіткнень посилилася",positive,Humanitarian
01/07/2023,novinach,7,Прем'єр-міністр Іспанії Педро Санчес прибув до України,negative,Economical
01/07/2023,novinach,7,"Сьогодні в Україні закінчився карантин, запроваджений через COVID-19.

Він тривав 1193 дні",negative,Economical
01/07/2023,novinach,6,"Зеленський про ~~переробку сміття~~ [втрати](https://www.elmundo.es/internacional/2023/06/30/649edf17e9cf4a91058b45bc.html) пвк ""ваґнер"" в Україні",negative,Economical
01/07/2023,novinach,6,"Голова ЦРУ Вільям Бернс таємно [відвідав](https://www.washingtonpost.com/national-security/2023/06/30/cia-director-burns-ukraine-counteroffensive/) Україну на початку червня — The Washington Post.

Метою візиту було підтвердити зобов'язання США і України в обміні розвідданими",neutral,Political
01/07/2023,novinach,5,Ласкаво просимо в липневому русорєзі,neutral,Political
