date,channel,hour,text,sentiment,category
05/01/2023,u_now,23,"**Милое видео перед сном: во **[**Львове](https://t.me/+JVN8086SzpE5MmJi)**** патрульные спасли из квартиры во время пожара 5 котов**❤️

🇺🇦 [Украина Сейчас](https://t.me/+9UQtXt3OJGlhOWEy)",positive,Shelling
05/01/2023,u_now,22,"**«Вагнеровцы» рекрутируют политических заключенных из Чечни, - ГУР МОУ
**
Известно, что в колонии-поселении №3 города Аргун (Чеченская Республика РФ), а также в исправительной колонии №2 поселка Чернокозово (Наурский район Чеченской Республики РФ), продолжается процесс вербовки заключенных в ряды ЧВК «Вагнер» самим Пригожиным.

Явление начинает приобретать массовый характер. Так, из обеих колоний было «мобилизовано» более 50 заключенных, большинство из которых были осуждены по сфабрикованным делам.

🇺🇦 [Украина Сейчас](https://t.me/+9UQtXt3OJGlhOWEy)",negative,Shelling
05/01/2023,u_now,22,"**В Беловодске Луганской области российские оккупанты заставляют аграриев освобождать ангары, чтобы расселять своих военных, **- ОВА**

**Сообщается, что на базе ранее современной больницы теперь находится военный госпиталь, заваленный ранеными солдатами РФ. В Луганске в неврологическое отделение областной больницы привозят «вагнеровцев», ими занято около 100 коек. В других медучреждениях города свободных мест практически не осталось.

🇺🇦 [Украина Сейчас](https://t.me/+9UQtXt3OJGlhOWEy)",positive,Political
05/01/2023,u_now,22,"**Российские паблики публикуют кадры, как они наносят поражение по мосту в Гидропарке, который ведет на остров Малый Потемкинский**

«Скорее всего, они хотят высаживать там десант и усложнить возможность отбить остров нашим ребятам», - предполагает херсонский журналист Рыженко. 

Также он обратил внимание на беспилотник, который ведет съемку и корректирует огонь. 

«Это еще раз подтверждает теорию, что россияне прекрасно видят, куда они попадают и без ваших публикаций в сети. Ибо их беспилотники летают над городом», - добавил журналист.

🇺🇦 [Украина Сейчас](https://t.me/+9UQtXt3OJGlhOWEy)",neutral,Political
05/01/2023,u_now,21,"**При возможном наступлении со стороны Белоруси Силы обороны планируют остановить врага еще на границе**, - командующий группировкой сил обороны столицы генерал-лейтенант Александр Павлюк

Сейчас вся граница с Беларусью - это сплошные завалы и минные поля и, чтобы пройти через них, врагу понадобятся усилия.

К тому же по ним спланирован огонь артиллерии, работа от снайперских групп до мобильных огневых групп. 

«Мы не планируем пропустить их дальше границы», - заявил Павлюк.

Тем временем, ВС РБ получили новую партию российских бронетранспортеров БТР-82А и БТР-80К, бронированные медицинские (БММ) и ремонтно-эвакуационные машины (БРЭМ-К) на базе БТР-80 (на видео).

🇺🇦 [Украина Сейчас](https://t.me/+9UQtXt3OJGlhOWEy)",positive,Political
05/01/2023,u_now,21,"‼️**Сообщают о точных ударах ВСУ по сосредоточению оккупантов в районах временно оккупированных Алешок и Раденкска**

🇺🇦 [Украина Сейчас](https://t.me/+9UQtXt3OJGlhOWEy)",negative,Shelling
05/01/2023,u_now,21,"**Боевые действия в Украине находятся «в критически важной точке», - Джо Байден**

По словам президента США, Запад должен делать все возможное, чтобы помочь Украине.

🇺🇦 [Украина Сейчас](https://t.me/+9UQtXt3OJGlhOWEy)",positive,Political
05/01/2023,u_now,21,"💔**С 24 февраля 877 детей получили ранения из-за вооруженной агрессии РФ, еще 452 ребенка погибли
**
Больше детей пострадали на Донетчине - 429, на Харьковщине - 268, Киевщине - 117, Херсонщине - 82, Николаевщине - 81, Запорожье - 81, Черниговщине - 68, Луганщине - 65, Днепропетровщине - 40.

🇺🇦 [Украина Сейчас](https://t.me/+9UQtXt3OJGlhOWEy)",negative,Shelling
05/01/2023,u_now,21,"**«Пусть ваши солдаты заберут унитазы и уйдут за нашу границу от 1991 года», - Зеленский выдал базу**

А еще он заявил, что Россия хочет использовать рождественское перемирие, как прикрытие, чтобы пригнать на Донбасс технику, боеприпасы и мобилизованных.

🇺🇦 [Украина Сейчас](https://t.me/+9UQtXt3OJGlhOWEy)",positive,Political
05/01/2023,u_now,20,"**США с европейскими союзниками в спешке работают над тем, чтобы извлечь боеприпасы из старых запасов для передачи Украине, - Politico**

Издание сообщает, что в Вашингтоне начались переговоры за закрытыми дверями об извлечении из бункеров боеприпасов времен Холодной войны и их модернизации, достаточной для того, чтобы они были полезны Киеву. Одна из таких программ уже запущена: ракеты для давно снятых с вооружения систем ПВО HAWK американского производства должны получить необходимые обновления для отправки в бой.

США также ищут способы перекрыть поставки иранских беспилотников, в частности, с помощью переговоров с компаниями, чьи комплектующие нашли в дронах-камикадзе.

🇺🇦 [Украина Сейчас](https://t.me/+9UQtXt3OJGlhOWEy)",positive,Shelling
05/01/2023,u_now,20,"💣 **Сообщают, что во временно оккупированном Токмаке Запорожской области случилась «бавовна» в месте скопления оккупантов**

В Симферополе тоже «хлопки».

🇺🇦 [Украина Сейчас](https://t.me/+9UQtXt3OJGlhOWEy)",negative,Shelling
05/01/2023,u_now,20,"**Вечернее обращение Владимира Зеленского:**

Сьогодні був черговий активний дипломатичний день: іще чотири лідери держав-партнерів повністю поінформовані про українські оборонні потреби і про найближчі плани держави-терориста. 

Росії не вдасться приховати у тиші її підготовку до нової хвилі агресії проти України і всієї Європи. Світ знатиме в усіх деталях, як і коли агресор готує нову ескалацію в цій війні. І кожен новий мобілізаційний крок Росії буде відомий світу ще до того, як вона його здійснить. Ми це забезпечимо. 

І щоденно зміцнюємо оборону України. З усіма лідерами обговорюю обов’язково дві речі: більше оборонної підтримки для нашої держави, тобто більше зброї для нашої армії, та більше захисту всім українцям – захист на землі, в небі і на морі.

Хочу сьогодні подякувати Президенту Байдену і канцлеру Шольцу – за рішення посилити нашу оборону, дуже вагоме рішення. Матимемо ще одну батарею Patriot і потужну бронетехніку – це дійсно велика перемога для нашої держави.

Дякую всім, хто допомагає нашим людям захищати свободу!
Дякую всім, хто воює і працює заради того, щоб терористи зазнали поразки! 
Слава нашому міцному народу!  
Слава Україні!

🇺🇦 [Украина Сейчас](https://t.me/+9UQtXt3OJGlhOWEy)",neutral,Political
05/01/2023,u_now,20,"**Ну как бы да**☝️

🇺🇦 [Украина Сейчас](https://t.me/+9UQtXt3OJGlhOWEy)",neutral,Political
