date,channel,hour,text,sentiment,category
03/06/2023,ukraina_novosti,23,"**❗️Первые ракеты заходят в воздушное пространство Украины через Запорожскую область.

**[Украина 24/7](https://t.me/+qzx5UNSknP01Yzhi)",negative,Shelling
03/06/2023,ukraina_novosti,22,"**❗️Пуск ракет с Каспийского моря. В наше воздушное пространство зайдут примерно через час-полтора.

**[Украина 24/7](https://t.me/+qzx5UNSknP01Yzhi)",neutral,Shelling
03/06/2023,ukraina_novosti,22,"**❗️Воздушная тревога распространяется по Украине (обновляется).

**[Украина 24/7](https://t.me/+qzx5UNSknP01Yzhi)",negative,Shelling
03/06/2023,ukraina_novosti,21,"❗️**Угроза атаки мопедами с севера.

**[Украина 24/7](https://t.me/+qzx5UNSknP01Yzhi)",negative,Shelling
03/06/2023,ukraina_novosti,20,"**❗️6 руснявых стратегических бомбардировщиков ТУ-95мс направляются в сторону потенциальных рубежей пусков.** 

Если не изменят курс, пуски будут через час-полтора. Тревогу не игнорируем.

[Украина 24/7](https://t.me/+qzx5UNSknP01Yzhi)",negative,Shelling
03/06/2023,ukraina_novosti,20,"**А вот и извинения подъехали.

**[Украина 24/7](https://t.me/+qzx5UNSknP01Yzhi)",neutral,Political
03/06/2023,ukraina_novosti,20,"❗️**Ночью реагируем на сигналы воздушной тревоги**, - глава Днепропетровского областного совета Лукашук.

[Украина 24/7](https://t.me/+qzx5UNSknP01Yzhi)",negative,Shelling
03/06/2023,ukraina_novosti,20,"**Тем временем в Одессе клубная атмосфера.

**[Украина 24/7](https://t.me/+qzx5UNSknP01Yzhi)",neutral,Political
03/06/2023,ukraina_novosti,19,"**""Днепр. Россияне атаковали город. Попали между двумя двухэтажными жилыми домами. К сожалению, под завалами находятся люди. Все службы работают""**, - Зеленский.

[Украина 24/7](https://t.me/+qzx5UNSknP01Yzhi)",negative,Shelling
03/06/2023,ukraina_novosti,18,"❗️**Оккупанты нанесли удар по Подгородненской общине Днепровского района,** - ОГА.

Поврежден двухэтажный дом, под завалами люди. Предварительно есть шесть пострадавших, среди них – 6-летний мальчик. Все госпитализированы в состоянии средней тяжести.

[Украина 24/7](https://t.me/+qzx5UNSknP01Yzhi)",negative,Shelling
03/06/2023,ukraina_novosti,18,"**Украина не имеет достаточно оружия для контрнаступления**, - заявил замглавы ОП Игорь Жовква.

""Чтобы успешно наступать, нужно все, что есть в вашем распоряжении, в том числе артиллерия, бронетехника и танки. У нас их недостаточно"", - сказал он.

[Украина 24/7](https://t.me/+qzx5UNSknP01Yzhi)",negative,Political
03/06/2023,ukraina_novosti,17,"**❗️Сообщается о взрыве в Днепре. После этого дали тревогу.

**[Украина 24/7](https://t.me/+qzx5UNSknP01Yzhi)",negative,Shelling
03/06/2023,ukraina_novosti,17,"**В Госдуре рф признали провал целей путлера по войне в Украине**.

""Какие у нас были цели в начале ""сво""? Денацификация, демилитаризация, нейтралитет Украины и защита жителей ""лднр"", которые все это время страдали. По какому из этих пунктов мы достигли результата? Ни по одному"", - заявил депутат Затулин.

[Украина 24/7](https://t.me/+qzx5UNSknP01Yzhi)",negative,Political
03/06/2023,ukraina_novosti,16,"💥Еще видео бавовны в Бердянске.

[Украина 24/7](https://t.me/+qzx5UNSknP01Yzhi)",negative,Shelling
03/06/2023,ukraina_novosti,15,"💥Также сообщают о взрывах в Бердянске.

[Украина 24/7](https://t.me/+qzx5UNSknP01Yzhi)",negative,Shelling
03/06/2023,ukraina_novosti,15,"**Даже дети в Крыму знают, что путин - хуйло.

**[Украина 24/7](https://t.me/+qzx5UNSknP01Yzhi)",positive,Political
03/06/2023,ukraina_novosti,15,"💥**Сообщают о пяти взрывах в оккупированном Мелитополе.**

[Украина 24/7](https://t.me/+qzx5UNSknP01Yzhi)",negative,Shelling
03/06/2023,ukraina_novosti,15,"🤡**Российские пропагандоны снова разгоняют фейк, теперь про смерть Буданова.

**Дегенератам было мало позора после фейков про смерть Залужного, поэтому они решили опозориться еще раз. На этот раз они ""замаскировались"" под украинское СМИ.

[Украина 24/7](https://t.me/+qzx5UNSknP01Yzhi)",negative,Political
03/06/2023,ukraina_novosti,15,"**🇳🇱Правительство Нидерландов будет работать над увеличением количества Patriot для Украины,** - ОП.

[Украина 24/7](https://t.me/+qzx5UNSknP01Yzhi)",neutral,Political
03/06/2023,ukraina_novosti,14,"**Украинские защитники показали видео работы турели, управляемой через игровую консоль Steam Deck.

**Как тебе такое, Габен?

[Украина 24/7](https://t.me/+qzx5UNSknP01Yzhi)",positive,Shelling
03/06/2023,ukraina_novosti,14,"**Во Львове случился очередной языковой скандал.

**Несовершеннолетний одессит в центре города под гитару пел песни Цоя, на что обратила внимание нардеп Наталья Пипа, попросив прекратить петь русские песни. Музыкант отреагировал матом, а нардеп в итоге написала заявление в полицию.

[Украина 24/7](https://t.me/+qzx5UNSknP01Yzhi)",positive,Political
03/06/2023,ukraina_novosti,13,"🫡**Бойцы РДК снова выдвигаются в Белгородскую народную на задание.

**""БНР превращается в серую зону (со стороны россии): заброшенные дома, покинутые жители, полное отсутствие местной администрации и представителей полиции. В этой серой зоне РДК пытается закрепиться.""

[Украина 24/7](https://t.me/+qzx5UNSknP01Yzhi)",negative,Shelling
03/06/2023,ukraina_novosti,13,"**Ишь чего надумал.

**Санду не позволила Орбану поцеловать свою руку на саммите в Молдове.

[Украина 24/7](https://t.me/+qzx5UNSknP01Yzhi)",positive,Political
03/06/2023,ukraina_novosti,13,"**Ого, маєш класний скін на калаш**.

[Украина 24/7](https://t.me/+qzx5UNSknP01Yzhi)",negative,Political
03/06/2023,ukraina_novosti,13,"💥**""Минус один путь для русни"", **- мэр Мелитополя сообщает о взрыве на железнодорожных рельсах, где оккупанты перевозили свой личный состав и военную технику.

[Украина 24/7](https://t.me/+qzx5UNSknP01Yzhi)",negative,Shelling
03/06/2023,ukraina_novosti,12,"🏥В Кишиневе пророссийская партия ""Шор"" вывела вату на митинг против переименования Дня победы в День памяти и празднования его 8 мая.

[Украина 24/7](https://t.me/+qzx5UNSknP01Yzhi)",positive,Political
03/06/2023,ukraina_novosti,12,"Недофюрер официально объявил о переименовании рф в ""Рахитскую федерацию"".

[Украина 24/7](https://t.me/+qzx5UNSknP01Yzhi)",neutral,Economical
03/06/2023,ukraina_novosti,12,"🇹🇷Эрдоган принёс присягу и третий раз официально вступил в должность президента Турции.

[Украина 24/7](https://t.me/+qzx5UNSknP01Yzhi)",positive,Political
03/06/2023,ukraina_novosti,12,"**Акция ""Бесплатная эвакуация"".

**Губернатор Белгородской области сжалился над жителями Шебекино и позволил им не платит за эвакуацию 🤣

[Украина 24/7](https://t.me/+qzx5UNSknP01Yzhi)",positive,Humanitarian
