date,channel,hour,text,category
02/09/2023,novinach,20,[ПС:](https://t.me/kpszsu/4869) зафіксовано запуск ворогом кількох груп ударних БпЛА у напрямку південних областей,Political
02/09/2023,novinach,18,"Адвокати Коломойського [заявили,](https://t.me/svoboda_radio/20709) що подаватимуть апеляцію. Вносити заставу наразі не планують",Political
02/09/2023,novinach,18,Запакували,Political
02/09/2023,novinach,18,"— Ігор Валерійович, на каву з собою візьмете?
— 🚶‍♂️",Political
02/09/2023,novinach,17,Кава закінчилася. Буде чіфір,Political
02/09/2023,novinach,17,"❗️Коломойському [обрали](https://t.me/suspilnenews/23882) запобіжний захід у вигляді тримання під вартою на два місяці у Дніпрі.

Є можливість внесення застави у понад 500 мільйонів гривень",Political
02/09/2023,novinach,17,"росіяни [обстріляли](https://t.me/pavlokyrylenko_donoda/9383) Краматорськ з РСЗВ.

Поцілили у квартиру багатоповерхівки (ракета не розірвалася), на територію поблизу цвинтаря та пошкодили дорожнє полотно

За попередньою інформацією, ніхто не постраждав",Political
02/09/2023,novinach,15,"ЗМІ: Коломойський прибув у Шевченківський райсуд Києва, там йому мають обрати запобіжний захід",Political
02/09/2023,novinach,15,"Нобелівський фонд [вирішив](https://www.nobelprize.org/press-english/)** **не запрошувати послів росії, білорусі та ірану на церемонію вручення премії в Стокгольмі, бо це викликало бурхливу реакцію",Political
02/09/2023,novinach,13,"Головне станом на зараз: 

• Окупанти [вдарили](https://hromadske.ua/posts/rosiya-vdarila-z-aviaciyi-po-berislavskomu-rajonu-na-hersonshini-ye-zagiblij-i-postrazhdali) з авіації по Бериславському району Херсонщини, є загиблий і поранені;

• У Міноборони [заявили](https://www.ukrinform.ua/rubric-ato/3756176-minoboroni-zaavilo-pro-stagnenna-ponad-456-miljoniv-z-nedobrosovisnogo-postacalnika-suhpaiv.html) про стягнення понад 456 мільйонів гривень з недобросовісного постачальника сухпаїв;

• У «Дії» з 4 вересня [з'являться](https://hromadske.ua/posts/u-diyi-z-4-veresnya-budut-she-chotiri-socialni-servisi-minsocpolitiki) ще чотири соціальні сервіси;

• Індія [запустила](https://www.ukrinform.ua/rubric-technology/3756125-india-zapustila-persu-kosmicnu-misiu-dla-vivcenna-sonca.html) першу космічну місію для вивчення Сонця;

• Політика Маска щодо Twitter [сприяла](https://www.pravda.com.ua/news/2023/09/2/7418157/) зростанню роспропаганди — Єврокомісія",Political
02/09/2023,novinach,10,"У Києві [відкриють](https://t.me/KyivCityOfficial/7684) першу в Україні бібліотеку настільних ігор — КМДА.

Охочі зможуть брати настілки у читальній залі, а згодом ігри видаватимуть додому як книжки",Political
02/09/2023,novinach,8,"У Криворізькому районі спрацювала ППО, [повідомляє](https://t.me/evgendoberman/1774) місцева влада.

Раніше ЗМІ повідомляли про вибухи у місті",Political
02/09/2023,novinach,7,"Нардеп Железняк [повідомив](https://t.me/yzheleznyak/5006), що наступного тижня голосуватимуть за нового міністра культури та інформаційної політики.

За його словами, посаду обійме ексголова Українського культурного фонду Юлія Федів",Political
02/09/2023,novinach,7,"Пане Залужний, ні. Це пастка",Political
02/09/2023,novinach,6,"За [даними](https://t.me/SBUkr/9500) СБУ, Коломойський протягом 2013-2020 років легалізував понад півмільярда гривень шляхом їх виводу за кордон.

Для цього він використовував інфраструктуру підконтрольних банківських установ",Political
02/09/2023,novinach,6,"❗️Коломойському [вручили](https://t.me/SBUkr/9500) підозру у шахрайстві та легалізації майна, отриманого шахрайським шляхом",Political
02/09/2023,novinach,6,"російське міноборони відзвітувало про знищення трьох морських дронів сьогодні вночі.

Вони, кажуть росіяни, мали атакувати Кримський міст",Political
02/09/2023,novinach,5,Наш бізнес — ритуальні послуги в росії. І бізнес йде харашо,Political
01/09/2023,novinach,20,"США надішлють в Україну бронебійні боєприпаси, що містять збіднений уран — [пише](https://www.reuters.com/world/us-send-its-first-depleted-uranium-rounds-ukraine-sources-2023-09-01/) Reuters. 

Боєприпаси можуть бути випущені з американських танків Abrams",Political
01/09/2023,novinach,20,"Головне станом на зараз: 

• Наразі в Україні полонених росіян недостатньо, аби [провести](https://www.radiosvoboda.org/a/ombudsmen-obmin-polonenymy-povernennya-ditey/32571068.html) обмін — омбудсмен;  

• Білорусь заявила, що польський військовий вертоліт Мі-24 порушив повітряний простір країни. Польща заявила, що проаналізує інцидент; 

• На Херсонщині через російський обстріл [загинув](https://www.facebook.com/pgo.gov.ua/posts/pfbid0F1jgJUesPDzfW6EECuHuwha4VP1igUuFLBNV7EgWjvoW1iqiVsVbz8NJzDw6jEN5l) тракторист; 

• У Лівані все ж [дозволили](https://www.reuters.com/world/middle-east/lebanon-approves-barbie-film-release-after-bid-ban-it-2023-09-01/) показ фільму ""Барбі"", але лише від 13 років; 

• росіяни [знищили](https://t.me/mariupolrada/16123) в Маріуполі 180 тисяч книжок та чотири бібліотеки — міська рада",Political
01/09/2023,novinach,19,"росіяни [почали](https://news.liga.net/ua/politics/news/v-rossii-poyavilsya-vid-strahovaniya-jilya-ot-atak-bpla-polzuetsya-sprosom-rossmi) масово страхувати житло та приміщення від атак БпЛА — росЗМІ з посиланням на страховиків.

Попит здебільшого зростає серед підприємств, розташованих на заході країни",Political
01/09/2023,novinach,19,МОК [вирішив](https://www.pravda.com.ua/news/2023/09/1/7418101/) не допустити спортсменів з росії та білорусі до участі в Азійських іграх в Китаї — ЗМІ,Political
01/09/2023,novinach,18,"У харківському метрополітені [облаштували](https://twitter.com/nakipeloua/status/1697584630629531713) навчальні класи та навіть провели урочисту лінійку.

Уроки в підземці проводитимуть у дві зміни для школярів з 19 шкіл Харкова",Political
01/09/2023,novinach,17,"У Німеччині чоловік скинув з мосту 10-річного хлопчика, бо той розмовляв українською, а не російською. 

Інцидент трапився в Айнбеку: невідомий чоловік [напав](https://staatsanwaltschaft-goettingen.niedersachsen.de/startseite/aktuelles/presseinformationen/ermittlungsverfahren-wegen-versuchten-totschlags-nach-ubergriff-auf-ukrainischen-jungen-in-einbeck-eingeleitet-225092.html) на кількох українських дітей з вимогою розмовляти російською, а також стверджував, що це Україна розпочала війну.

За даними правоохоронців, чоловік потягнув одну дівчинку за волосся, а потім схопив 10-річного хлопчика і перекинув його через поруччя в канал.

Від падіння хлопчик вдарився головою і поки він лежав у каналі, чоловік кинув у нього скляну пляшку та втік з місця злочину.

Зараз нападника нападника розшукує поліція, йому інкримінують замах на вбивство",Political
01/09/2023,novinach,17,"Секретар РНБО Олексій Данілов [заявив](https://suspilne.media/563875-imena-uhilantiv-i-likariv-aka-falsifikuvali-dovidki-vlk-budut-vidomi-za-2-3-tizni-danilov/), що імена всіх ухилянтів, які виїхали з України за підробленими довідками, будуть відомі через 2-3 тижні. 

Також Данілов обіцяє оприлюднити імена усіх лікарів, які фальсифікували документи про непридатність",Political
01/09/2023,novinach,16,"У Нью-Делі до приїзду лідерів G20 [відлякуватимуть](https://pekeltse.babel.ua/98038-u-nyu-deli-vigadali-yak-vidlyakati-mavp-z-mista-pered-zustrichchyu-g20) надокучливих приматів, щоб ті не нападали на іноземних гостей.

Для цього по місту розставили картонні зображення розлючених приматів",Political
01/09/2023,novinach,16,"Українські війська досягли ""значного прогресу"" у контрнаступі на півдні за останні 72 години — [заявили](https://www.theguardian.com/world/live/2023/sep/01/russia-ukraine-war-live-updates-moscow-stages-elections-ukraine?page=with:block-64f1f8268f08b9a6738ac4c6#block-64f1f8268f08b9a6738ac4c6) у Білому Домі",Political
01/09/2023,novinach,14,"Одеські прикордонники [затримали](https://t.me/DPSUkr/13211) 61-річного американця, який з Німеччини подорожував Дунаєм на каяку та випадково пришвартувався на українському березі.

На чоловіка склали адмінпротокол",Political
01/09/2023,novinach,14,Момент ураження літака Іл-76 у Пскові — відео оприлюднив Стерненко,Political
01/09/2023,novinach,14,"Головне станом на зараз: 

• На Полтавщині [попрощалися](https://suspilne.media/563367-na-poltavsini-prosautsa-iz-vijskovimi-aki-zaginuli-pid-cas-padinna-dvoh-mi-8-na-doneccini/?utm_source=copylink&utm_medium=ps) з чотирма пілотами, які загинули внаслідок авіатрощі двох гелікоптерів на Донеччині; 

• За останній тиждень Україна [повернула](https://suspilne.media/563785-na-hersonsinu-povernuli-se-11-ditej-akih-nezakonno-vivezli-rosijski-vijskovi/) додому ще 11 дітей, яких незаконно вивезли російські військові;

• ""Укрзалізниця"" [додала](https://t.me/UkrzalInfo/4859) функцію онлайн-замовлення спецвагонів для людей з інвалідністю; 

• росію, білорусь та іран знову [запросили](https://www.nobelprize.org/press-english/) на бенкет з нагоди вручення Нобелівської премії — деякі посли планують бойкотувати захід;

• На початку жовтня купюри зразків до 2003 [вилучать](https://t.me/nbu_ua/1753) з обігу. Їх ще можна обміняти",Political
01/09/2023,novinach,13,"Що за ""Мрія""? Коротко розповідаємо:

• У додатку буде портфоліо учня, де показуватимуться досягнення, власні проєкти, участі в олімпіадах тощо;

• Застосунок включатиме бібліотеку із рекомендаціями освітніх програм, курсів, відеоматеріалів, гуртків тощо;

• ""Мрія"" рекомендуватиме програми конкретній людині, спираючись на її освітній шлях;

• Можливість створення плану дня, розкладу та слідкування за графіком;

• Дитина матиме власний ID, ""майже як дорослі в Дії"", — каже Зеленський;

Для дорослих:

• Батьки зможуть бачити, чи перебуває дитина в укритті;

• Батьки зможуть дізнатися до чого їхня дитина більш талановита або схильна і не змушувати вчити ""чуже"";

• ""Мрія"" спростить комунікацію між вчителями та батьками (месенджер), щоб дізнаватися про проблеми і результати;

• Для вчителів також будуть рекомендації щодо освітніх програм. 

Пілотний проєкт планують представити до грудня",Political
01/09/2023,novinach,12,"Зеленський [презентував](https://t.me/V_Zelenskiy_official/7588) новий освітній застосунок для українських шкіл ""Мрія""",Political
01/09/2023,novinach,12,"Поліція затримала зловмисників, які врізались у трубопровід та крали нафту.

Для викрадення сировини вони [проклали](https://t.me/mvs_ukraine/29145) 5-кілометровий відвід",Political
01/09/2023,novinach,11,"Львівські школярі на уроці ""Захисту України"" [почали](https://www.facebook.com/andriy.sadovyi/posts/pfbid0qJEWyREBJDEX5EFN6PzeEg4yzrDHhfxtwfL8z3HP57WsTUPDdiXiucVFS86LTS8Rl) тренуватися літати на дронах",Political
01/09/2023,novinach,10,"Новиначе, левова частка наших зборів відбувається у співпраці з волонтерською спілкою ""СУВІАТО"".

Це люди, яким ми довіряємо та які допомагають ЗСУ з початку російсько-української війни у 2014 році.

Це волонтери, які живуть своєю справою та без вагань віддали б останню нитку для армії. 

Нещодавно вони створили тг-канал, де публікується більше звітів, порад для волонтерів, розповідей про поїздки на фронт та закулісся волонтерського життя.

І у них прямо несправедливо мало підписників. Долучайтеся, друзі: https://t.me/suviato2023",Political
01/09/2023,novinach,9,"Плював у військових, бо бажав їм тільки добра. Зроз",Political
01/09/2023,novinach,9,"Полтавського дурачка Романа Завлоку відправили в СІЗО — [передає](https://suspilne.media/562473-romanovi-zavoloci-akogo-pidozruut-u-prinizenni-vijskovih-u-poltavi-obrali-zapobiznij-zahid/) Суспільне. 

Йому загрожує до 5 років тюрми за образу гідності військовослужбовця та насильство щодо правоохоронця (при затриманні)",Political
01/09/2023,novinach,9,"Безпілотники, якими уразили авіабазу в Пскові, були [запущені](https://t.me/ChiefUkrDIU/31) з території росії — ГУР",Political
01/09/2023,novinach,8,Поліція Києва отримала повідомлення про замінування усіх середніх шкіл — [повідомила](https://t.me/VA_Kyiv/2915) КМВА,Political
