date,channel,hour,text,category
20/08/2023,uniannet,20,"**Следующий ""Рамштайн"" (уже 15-й) состоится с 18 по 24 сентября**, заявил глава Минобороны Резников

По его словам, приоритет номер один - вопрос усиления украинской ПВО. Второй по значимости вопрос - артиллерия. А третий - бронетехника.

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",Second Category
20/08/2023,uniannet,20,"Z-""военкоры"" уже почуяли запах жареного... руснявого мяска 😅

В первоначальной версии поста говорилось ""__Прямо сейчас н.п. переходит под контроль ВС Украины__"".

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",Second Category
20/08/2023,uniannet,20,"Глава Минфина ФРГ Кристиан Линднер **внёс в Бундестаг предложение предоставить Украине постоянную военную помощь в размере 5 млрд евро** 

Об этом министр заявил во время дискуссии с гражданами в Берлине в рамках Дня открытых дверей правительства Германии, передает Handelsblatt.

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",Second Category
20/08/2023,uniannet,19,"Пропагандоны не могут понять, что происходит 😅

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",Second Category
20/08/2023,uniannet,19,"Гауляйтеры Херсонской области по указке русни втюхивают местным спутниковые тарелки для трансляции путинской пропаганды

Акция называется ""руzzкий мир"", но особой популярностью она не пользуется - всего 2 тыс. заявок на всей оккупированной территории.

Примечательно, что насущные бытовые проблемы людей не решаются от слова совсем, зато пропагандисты им расскажут, как они ""хорошо живут"".

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",Second Category
20/08/2023,uniannet,19,"В Сети публикуют **кадры боёв в районе села Работино в Запорожской области**, которое штурмуют ВСУ

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",Second Category
20/08/2023,uniannet,18,"В Московской области во время показательных выступлений орки из Росгвардии шутки ради... **расстреляли зрителей, сидевших на трибуне** **с детьми, холостыми патронами**

""__Маленькие дети с криками хватались за головы и падали на землю. Не обошлось без ранений. Ребенок получил серьезное повреждение от отскочившей гильзы__"", - пишет паблик ВЧК-ОГПУ.

Этот ""урок ~~мужества~~ гойды"" они точно не забудут 😅

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",Second Category
20/08/2023,uniannet,18,"Сооснователь Adobe, **один из создателей PDF - Джон Уорнок - скончался в возрасте 82 лет**

В созданной в 1982 году компании Adobe Урнок с коллегами разработали технологию PostScript, которая существенно облегчала печать текста и изображений и была революционной в издательской отрасли 1980-х. 

Весной 1991 года Уорнок начал работу над системой Camelot, которая впоследствии стала форматом файла Portable Document Format (PDF).

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",Second Category
20/08/2023,uniannet,18,"Неизвестные в Анапе ""переименовали"" гору Сукко

Или это послание Луне за то, что не приняла руснявую космическую недостанцию? 🤔

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",Second Category
20/08/2023,uniannet,17,"Ряд российских пабликов пишут, что ""Роскосмос"" попросил администрацию путина **запретить пропагандистам давать критические материалы о провале космической программы ""Луна-25""** 🤡

Можно вообще сделать вид, что ничего не было 🤷‍♂️

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",First Category
20/08/2023,uniannet,17,"Автозабег пропутинских активистов в Кёльне встретили криками **""путин - ху*ло!"" и ""Позор уродам!""** - Deutsche Welle

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",Second Category
20/08/2023,uniannet,17,"**Чтобы победить россию, Украине нужно мобилизовать 3 миллиона граждан**

Такое мнение высказал американский историк Эдвард Люттвак в своей колонке на сайте Welt.

На территории Украины, несмотря на массовый выезд граждан и потери в войне, продолжает проживать около 30 млн человек. Для реализации поставленных Киевом целей численность ВСУ должна достигать примерно 10% от общей численности населения, отмечает он.

По словам эксперта, первый серьезный конфликт тысячелетия не будет решен ""ни санкциями, ни беспилотниками, ни ракетами"". ""__Даже та стратегия, с помощью которой Гудериан, Роммель, Паттон, Рокоссовский, а позже и Шарон добились успеха, сегодня терпит неудачу на поле боя__"", - считает Люттвак.

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",Second Category
20/08/2023,uniannet,16,"**""__Мы готовы обменять Белгород на членство Украины в НАТО__""**, - заявил Зеленский, отвечая на вопрос, [рассматривает ли он обмен территорий Украины](https://bit.ly/44pHeGI) на приглашение в Альянс

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",Second Category
20/08/2023,uniannet,16,"**Первые шесть истребителей F-16 Дания надеется предать Украине под Новый год, еще восемь - в течение 2024 года, а в 2025 - еще пять** - премьер страны Фредериксен

__""По поводу того, когда мы планируем предоставить самолеты. Надеюсь, ближе к Новому году первая группа самолетов покинет Данию и направится в Украину. Около шести из них"",__ - сказала она на совместной пресс-конференции с Зеленским.

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",Second Category
20/08/2023,uniannet,16,"**ФСБ предложила путину уволить Шойгу, ввести военное положение и начать всеобщую мобилизацию**

Об этом пишет Bloomberg со ссылкой сразу на пять источников, знакомых с ситуацией.

По словам собеседников агентства, силовики предлагают путину перейти к более агрессивным действиям на фронте в Украине. Ряд представителей спецслужб также выступают за увольнение главы Генштаба Герасимова и поддерживают требования, которые выдвигал главарь ЧВК ""Вагнер"" Пригожин, говорят источники Bloomberg.

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",First Category
20/08/2023,uniannet,15,"🔻**Дания **[**передаст](https://bit.ly/3YEZ1Ix)**** Украине 19 истребителей**, заявила премьер страны Метте Фредериксен

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",Second Category
20/08/2023,uniannet,15,"Теперь вы знаете, почему руснявая станция ""Луна-25"" ""перестала существовать""

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",Second Category
20/08/2023,uniannet,15,"Оккупанты обстреляли Купянск и Волчанск Харьковской области из артиллерии. **Один человек погиб и 11 пострадали, семь из них в тяжелом состоянии**

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",Second Category
20/08/2023,uniannet,15,"🇺🇦** За підтримки **[__**Фонду «РОЗВИТОК НАШОГО МІСТА»](http://cfdoc.org/)__**** передано вже понад 120 автівок на потреби військових, це майже по 2-3 машини кожного тижня**💪

Так, шановні, ви навіть уявити не можете скільки дронів, скільки швидких та пікапів було куплено за ваші донати. Скільки життів врятовано завдяки, кожній вашій допомозі навіть по 5-50 гривень. Дякуємо вам за це❤️

❤️‍🩹__Без надійних пікапів на фронті просто не вижити. Це мобільність, це швидкість, це паличка виручалочка при евакуації поранених**.

__**❗️**Багато передених авто були знищені. Хлопці живі.  І дуже просять допомогти їм з автівками. Тому, ми терміново запускаємо збір на:
**__- 2 пікапа за 4 дні
- необхідно 600 тис гривень 

__🇺🇦__**Просимо долучитися кожного небайдужого українця, хто цінить не тільки своє життя, а і життя тих, хто вас захищає, віддає своє. Хлопці не просять грошей на розваги, хлопці просять пікапи щоб нас захищати__**🔥

👇**Зібрали на минулі, зберемо і на ці:
**✅ Монобанка: https://send.monobank.ua/jar/9Y3au8Ckn
✅ Приват: 5221191144820395
✅  Р/р Фонду: 4246001004441279
✅  PayPal: x.vis2102@gmail.com
✅  Крипта: https://cfdoc.org/donate#crypto

Збір від** **[**МБФ Р.Н.М](https://cfdoc.org/donate)**** **- усі звіти на нашому сайті і [телеграм каналі фонду](https://t.me/DoC_inform)",Second Category
20/08/2023,uniannet,14,"**Руководство Украины** **расстроено тем, что западная техника до сих пор не поступила в обещанном количестве**, пишет The Economist

Источник издания в Генштабе ВСУ утверждает, что Украина получила всего 60 танков Leopard, хотя обещались сотни. Особенно не хватает машин для разминирования. 

""__У нас просто нет ресурсов для проведения лобовых атак, о которых нас умоляет Запад__"", - говорит собеседник The Economist. 

Еще одной проблемой является отсутствие воздушного прикрытия. Источник добавляет, что украинская армия никогда не была слепа к проблемам прорыва российских минных полей и линий обороны без превосходства в воздухе. По этой причине военное руководство откладывало контрнаступление как можно дольше. 

После неудачного старта в начале июня, когда две бригады, прошедшие западную подготовку, потеряли на минных полях невообразимое количество людей и техники, первоначальные планы были скорректированы. С тех пор приоритетом для Украины является сохранение армии. ""__Мы больше не планируем операции, предполагающие большие потери__"", - говорит источник. - __Теперь акцент делается на ослаблении противника: артиллерия, беспилотники, радиоэлектронная борьба__"".

Двусмысленность союзников в отношении поставок новейших вооружений, а также перспектива переизбрания Дональда Трампа в Америке в следующем году усугубляют украинскую тревогу, отмечает еженедельник.

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",Second Category
20/08/2023,uniannet,14,"🇩🇰**Дания **[**подтвердила](https://bit.ly/44iFG0Q)****, что передаст Украине истребители F-16 вместе с Нидерландами** по завершении тренировок украинских летчиков - Минобороны страны

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",Second Category
20/08/2023,uniannet,14,"**Оккупанты использовали против Украины уже более 6,5 тыс. ракет и более 3,5 тыс. ударных дронов**, заявил Зеленский на совместной пресс-конференции с премьером Нидерландов Рютте

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",First Category
