date,channel,hour,text,category
02/09/2023,uniannet,22,"В Москве отменили и задерживают десятки авиарейсов и эвакуируют Киевский вокзал

Снова ""Ковер""? 👀

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",Political
02/09/2023,uniannet,21,"Денацификация российской самоходной пушки ""Пион"" на Запорожском направлении. 💥 Так будет с каждым, кто придет к украинцам с оружием.

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",Political
02/09/2023,uniannet,20,"**В Санкт-Петербурге убрали 34 памятных таблички с именами жертв сталинских репрессий 

**Проект ""Последний адрес"" занимается сохранениям памяти жертвам сталинских репрессий и размещает на домах таблички с именами и годами жизни убитых жильцов. Так вот, эти таблички демонтировали.

В июле точно так же удалили таблички в память о польских узниках Шлиссельбурга и памятник репрессированным полякам. А в июне их начали срывать на Москве.

В путинском нео-советском концлагере всё стабильно - ненависть к людям и презрение к жизням.

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",Political
02/09/2023,uniannet,20,"Красивое: РУБпАК ""Совы"" 36 бригады морской пехоты уничтожает точку наблюдения орков.

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",Political
02/09/2023,uniannet,20,"Глядите, дегроиды-пропагандоны и вправду верят, что ВСУ могут забирать в свои ряды детишек лет семи. Это к вопросу о том, верят ли россияне в боевых голубей, комаров-террористов и бандеромобили. Если читать, смотреть и слушать с утра до ночи такую пропаганду, в голове будет один понос.

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",Political
02/09/2023,uniannet,20,"**В пяти провинциях Турции жители видели падение крупного метеорита

**Объект упал на юго-востоке страны. Горящие обломки заметили жители нескольких городов: Газиантепа, Малатьи, Диярбакыра и Эрзурума.

По мере приближения к Земле объект раскололся на несколько частей, и спустя несколько секунд небо над юго-востоком Турции вновь стало полностью тёмным.

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",Political
02/09/2023,uniannet,19,"**В Екатеринбурге прохожий обматерил личинку оккупанта-росгвардейца за шапку с буквой Z и отделался штрафом всего в 7 тысяч фублей

**Малолетний и уже одетый в стиле милитари Z-дегенерат крайне расстроен. Ведь он рассчитывал, что обидчику ""хотя бы лет 5 впаяют"".  

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",Political
02/09/2023,uniannet,19,"Штурм позиций оккупантов на Запорожском направлении с GoPro бойца 15-й БрОП НГУ ""Кара-Даг"".

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",Economical
02/09/2023,uniannet,19,"**Китай, наши дни

**А банки подросли с времен 80-х, да.

Олды в чате есть, помните такие методы лечения? 😉

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",Political
02/09/2023,uniannet,18,"**На россии - всплеск спроса на страхование от дронов-камикадзе

**В России вырос спрос на страхование от ударов и падения беспилотников, пишут пропагандисты ""Известий"". Одни игроки рынка дают возможность добавить в коробочные продукты страхования квартир риски терроризма (атаки дронов признают таковыми), другие - включить в покрытие угрозу ""падения летающих объектов"", при этом не исключая террористические атаки.

Больше всего запросов возросло на западе страны, на границе с Украиной, и в Москве.

Граждане, которые собираются застраховать жилье, стали чаще спрашивать, входят ли в покрытие риски террористических атак и падения дронов.

Как говорится, а шо такое, а шо случилось?

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",Political
02/09/2023,uniannet,18,"**Командующий оперативно-стратегической группировкой войск ""Таврия"" Александр Тарнавский подсчитал, что россия потратила 60% своего времени и ресурсов на строительство первой линии обороны и только по 20% на строительство второй и третьей линий. Кремль не ожидал, что ВСУ прорвут первую линию

**""Сейчас мы находимся между первой и второй линиями обороны, завершаем уничтожение подразделений противника, обеспечивающих прикрытие отхода российских войск за вторую линию обороны"", - рассказал генерал в интервью Observer.

По его словам, российские войска ""просто стояли и ждали украинскую армию"", отстреливая технику снарядами и дронами, но теперь этот барьер преодолен, и оккупанты вынуждены прибегать к маневрам, а украинцы вернули после разминирования на поле боя свои танки и другую бронетехнику: 

""Противник подтягивает резервы не только из Украины, но и из россии. Но рано или поздно у русских закончатся все лучшие солдаты. Это даст нам стимул атаковать больше и быстрее. У нас все впереди. Когда мы начали контрнаступление, мы потратили больше времени, чем ожидали, на разминирование территорий. К сожалению, эвакуация раненых была затруднена. И это тоже осложняло наше продвижение. По моему мнению, россияне считали, что украинцы не пройдут эту линию обороны. Готовились больше года. Как только там появлялась какая-либо техника, они сразу же начинали ее обстреливать и уничтожать. Поэтому разминирование проводилось только пехотой и только ночью""

Тарнавский объяснил, что между первой и второй линией защиты очень большая разница - вторая линия построена не так хорошо, поэтому ВСУ могут использовать технику.

""Чем ближе к победе, тем сложнее. Почему? Потому что, к сожалению, мы теряем самых сильных и лучших. Так что теперь нам предстоит сконцентрироваться на определенных областях и довести дело до конца. Как бы нам всем не было тяжело"", - сказал он.

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",Economical
02/09/2023,uniannet,18,"🔥 **Давненько у нас не было видео работы ПТРК ""Стугна""

**И вот оно появилось. Еще и в таком качестве. Еще и ночью. 

Определенно наша ""Стугна"" является одним из лучших противотанковых ракетных комплексов на планете. 

Знатоки, рассчитаете дистанцию?

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",Economical
02/09/2023,uniannet,17,⚡️ Суд избрал [меру пресечения Игорю Коломойскому](https://bit.ly/3EtWDed) в виде содержания под стражей на два месяца с альтернативой в виде залога более 509 млн грн.,Political
02/09/2023,uniannet,17,"**Очередной зодческий щитдевр сотворили на россии

**В городе Кандалакша Мурманской области установили памятник Русалочке, криповость которой легко бросает вызов легендарной ""Алёнке"".  Слеплено это говнище на бюджетные деньги, зато понятно, откуда в путиностане столько психически больных - встречи с такими мутантами не всякая психика способна выдержать.

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",Economical
02/09/2023,uniannet,17,"**""Сначала пойдут топы – те, кто украл больше всего**""

Министр Юстиции Малюска развивает мысли Арахамии насчет [экстрадиции украинцев](https://t.me/uniannet/109964) из-за границы.

Он отметил, что это очень тяжелая работа и в ближайшее время больших масштабов возвращения ожидать не стоит, поскольку в странах Европы с осторожностью относятся к экстрадиции:

__""Ключевая проблема, которая у нас сейчас есть – это то, что даже по более очевидным и вопиющим случаям преступлений, которые совершали, например, бежавшие за границу топ-коррупционеры, нам отказывают обеспечивать их экстрадицию. Потому что в странах Европы, где в большинстве находятся наши топ-преступники или коррупционеры, очень осторожно относятся к вопросу экстрадиции в связи с тем, что у нас война. И их адвокаты подчеркивают, что передавать в Украину таких персонажей будет крайне опасно. Поэтому в большинстве случаев, к сожалению, наши зарубежные партнеры отказывают пока в экстрадиции. Но это явление временное""__ 

Как рассказал ранее глава фракции ""Слуга народа"" Арахамия, запрос об экстрадиции Украина сможет отправить в любое государство, кроме страны-агрессора.

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",Political
