date,channel,hour,text,category
28/08/2023,uniannet,20,"**Видео атаки на военную администрацию и приемную ""Единой России"" с камер наружного наблюдения в** **оккупированном Энергодаре
**
[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",New category
28/08/2023,uniannet,20,"**В Румынском городе Констанца автобус из Украины попал в ДТП**

Пострадали как минимум 15 человек, среди них двое детей.

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",New category
28/08/2023,uniannet,20,"Пригожин, когда понял, что самолет упал с Евгением, а не Иосифом

__LUXTA __😉

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",First Category
28/08/2023,uniannet,20,"Глава Минцифры Федоров показал **украинских роботов, которые вскоре могут отправиться на фронт** 

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",New category
28/08/2023,uniannet,19,"**Продукция Apple подорожает по всему миру из-за технологической войны США и Китая**, пишет Bloomberg

Дело в том, что около 80% партнеров Apple связаны с КНР. Однако компания предприняла усилия по выводу части производства из Китая в Индию и Вьетнам, где ещё нет наработанной производственной базы.

Эксперты Bloomberg считают, что разделение глобальной цепочки поставок угрожает ростом стоимости для обширной базы потребителей Apple.

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",First Category
28/08/2023,uniannet,19,"**Суд в Эстонии оштрафовал Аркадия Бабченко на 100 евро** за то, что он забросал яйцами посольство россии в Таллинне

""__Ок. Воздержусь от совершения дальнейших нарушений и больше не буду выбрасывать мусор не в отведенном для этого месте__"", - прокомментировал решение сам Бабченко.

Инцидент произошел в ночь на 30 июля. Бабченко кинул в здание посольства четыре яйца.

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",Second Category
28/08/2023,uniannet,19,"В оккупированном Крыму арестовали мужчину, помочившегося на инсталляцию из путинских свастик

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",Second Category
28/08/2023,uniannet,18,"Последний звонок Суровикина семье был 26 июня и **никакой связи у семьи с генералом больше не было**, сообщил экс-главред ""Эхо Москвы"" Алексей Венедиктов

""__Он не позвонил ни на день рождения жены, ни на 20-летие дочери,__ __ни на день рождения матери,__ __который был несколько дней назад. У них так в семье не принято. Генерал всегда поддерживал связь и даже из Сирии поздравлял с праздниками. Он без связи__"", - рассказал журналист.

Также Венедиктов сообщил, что об отставке Суровикина сообщили семье генерала по телефону. 

Жив ли генерал ""Армагандон""? 🤔

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",Second Category
28/08/2023,uniannet,18,"На россии с денежкой уже так плохо, что там ""зайцы"" **задницами выбивают окна в общественном транспорте, лишь бы не платить**

Случай в Твери:

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",Second Category
28/08/2023,uniannet,18,"Победитель первого тура дебатов между претендентами на пост президента США от Республиканской партии Вивек Рамасвами заявил, что в случае избрания президентом США **признает контроль россии над захваченными территориями Украины**

Рамасвами также пообещал заблокировать потенциальное вступление Украины в НАТО, а россию вернуть на мировой рынок, отменив все санкции.

😡

[Остаться с нами в Телеграм](https://t.me/+dwGpnl7ZAWIxYTNi) | [Восхититься нашим YouTube](https://www.youtube.com/@unian/videos)",Second Category
